,Compound,Date,Negative,Neutral,Positive,Source,Text,Tweets Ago
402,-0.2263,Wed Oct 31 00:17:05 +0000 2018,0.083,0.868,0.049,The New York Times,RT @TheSteinLine: An inside look at Carmelo Anthony's challenge going from No. 1 option to sixth man with the Hall of Famer who gave Melo a…,3
403,-0.2732,Wed Oct 31 00:02:06 +0000 2018,0.134,0.783,0.083,The New York Times,"For nearly a year and a half, top officials in Newark denied that their water system had a widespread lead problem,… https://t.co/448G9zmTcH",4
404,-0.4215,Tue Oct 30 23:47:04 +0000 2018,0.149,0.851,0.0,The New York Times,The end of Kepler’s watch marks only the beginning of a quest to cure humankind’s cosmic loneliness https://t.co/mbnMSyaMnc,5
405,0.0,Tue Oct 30 23:32:04 +0000 2018,0.0,1.0,0.0,The New York Times,"We are looking for people to travel the world — again. The deadline for applications is Oct. 30 at midnight, ET. https://t.co/BOnZhRpGaQ",6
406,0.5719,Tue Oct 30 23:17:01 +0000 2018,0.0,0.837,0.163,The New York Times,"RT @jessemckinley: .@marcmolinaro, unplugged, on @NYGovCuomo: 

“I think he thinks money and power define success. I think he thinks to be…",7
407,0.0,Tue Oct 30 23:02:03 +0000 2018,0.0,1.0,0.0,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/IE3QyNEDhd,8
408,-0.5574,Tue Oct 30 22:47:03 +0000 2018,0.167,0.833,0.0,The New York Times,The University of Maryland's football coach will keep his job after a player died following a practice in May. The… https://t.co/tSifIDmK0I,9
409,0.0,Tue Oct 30 22:30:05 +0000 2018,0.0,1.0,0.0,The New York Times,"The bodies of 2 sisters were found duct-taped together in the Hudson River.
They were wearing similar black legging… https://t.co/mZUujBr3rU",10
410,-0.3182,Tue Oct 30 22:17:02 +0000 2018,0.091,0.909,0.0,The New York Times,"RT @NYTNational: Vice President Mike Pence asked ""a leader in the Jewish community” to offer a prayer on Monday for the victims in the Pitt…",11
411,-0.0387,Tue Oct 30 21:56:19 +0000 2018,0.182,0.681,0.136,The New York Times,"But as Western states reap the benefits from these sales, they are also confronting the risks that the administrati… https://t.co/K2GIHiQhwK",12
412,0.4404,Tue Oct 30 21:53:25 +0000 2018,0.0,0.854,0.146,The New York Times,"To proponents, the administration is putting government-owned land to good use, with big returns for taxpayers. For… https://t.co/fKgmZYryde",13
413,0.0,Tue Oct 30 21:49:17 +0000 2018,0.0,1.0,0.0,The New York Times,"According to a New York Times analysis, over 12.8 million acres of federally controlled oil and gas parcels were of… https://t.co/Ht1FO1c4D8",14
414,0.0,Tue Oct 30 21:45:07 +0000 2018,0.0,1.0,0.0,The New York Times,"The Trump administration is auctioning off millions of acres of drilling rights to oil and gas developers, fueling… https://t.co/bXrr9GOr8f",15
415,0.6124,Tue Oct 30 21:32:07 +0000 2018,0.0,0.773,0.227,The New York Times,Rabbis across North America told us how they are comforting their congregations and securing their synagogues in th… https://t.co/q9s0AHljaZ,16
416,0.0,Tue Oct 30 21:17:01 +0000 2018,0.0,1.0,0.0,The New York Times,"In Opinion

Zoltan L. Hajnal, author of ""America’s Uneven Democracy: Turnout, Race, and Representation in City Poli… https://t.co/IgJGGra7Vy",17
417,0.0,Tue Oct 30 21:02:05 +0000 2018,0.0,1.0,0.0,The New York Times,Scientists have long wondered where in the sea extinct fish groups and their living relatives first evolved. A new… https://t.co/5K9ry5kcm4,18
418,-0.296,Tue Oct 30 20:46:03 +0000 2018,0.087,0.913,0.0,The New York Times,RT @EmmaCottNYT: How do you comply with a strict voter ID law on a Native American reservation where the streets have no names? We went to…,19
419,-0.3071,Tue Oct 30 20:30:09 +0000 2018,0.16,0.84,0.0,The New York Times,"China's currency is weakening toward a level not seen since 2008. That could undermine Trump's tariffs, but also hu… https://t.co/ojeCLCn9dx",20
420,-0.6705,Tue Oct 30 20:17:23 +0000 2018,0.209,0.791,0.0,The New York Times,"Breaking News: Fellow inmates killed Whitey Bulger, a former mob informer, after he was transferred to a new penite… https://t.co/AwyIMg4LJl",21
421,0.2382,Tue Oct 30 20:15:06 +0000 2018,0.0,0.907,0.093,The New York Times,"You might not think of chili as an easy weeknight dish, but this turkey version will change your mind… https://t.co/5r5Gg3zj2w",22
422,0.0,Tue Oct 30 20:00:08 +0000 2018,0.0,1.0,0.0,The New York Times,Pittsburgh. Las Vegas. Dallas. How and why Kalashnikovs &amp; AR-15 rifles are used in mass shootings. https://t.co/VyVji8bPwo,23
423,-0.4019,Tue Oct 30 19:45:07 +0000 2018,0.13,0.87,0.0,The New York Times,Why was the plane that crashed in Indonesia on Monday allowed to fly after problems the day before https://t.co/rKI7ACgB5N,24
424,0.0,Tue Oct 30 19:30:02 +0000 2018,0.132,0.735,0.132,The New York Times,"“The problem is clearly expanding.” Anti-Semitic messages surged on Instagram after Pittsburgh, as social media sit… https://t.co/6VtgKqAxNH",25
425,0.5106,Tue Oct 30 19:15:09 +0000 2018,0.0,0.807,0.193,The New York Times,"Marcus Molinaro had emerged as a favorite to challenge New York Gov. Andrew Cuomo. So far, however, it hasn't exact… https://t.co/IjM90VK0kz",26
426,0.0,Tue Oct 30 19:00:07 +0000 2018,0.0,1.0,0.0,The New York Times,"“I don’t use the ‘A’ word, as in anti-aging. I just remove myself from those associations. I’m so fed up with the m… https://t.co/Lp9ubU4RGV",27
427,-0.296,Tue Oct 30 18:50:05 +0000 2018,0.087,0.913,0.0,The New York Times,"RT @nytvideo: “We’re not going to let anybody stop us.” We went to the Turtle Mountain Reservation in North Dakota, where the tribe’s membe…",28
428,0.3612,Tue Oct 30 18:40:00 +0000 2018,0.0,0.872,0.128,The New York Times,Constitutional scholars agree: Any child born in the U.S. is automatically a citizen. Any action by President Trump… https://t.co/JKUyy2dABL,29
429,-0.886,Tue Oct 30 18:25:01 +0000 2018,0.38,0.62,0.0,The New York Times,Toxic air has become a global menace that kills 7 million people each year. And its the dreaded pollution season in… https://t.co/ocddtw0AsU,30
430,0.296,Tue Oct 30 18:10:04 +0000 2018,0.067,0.81,0.124,The New York Times,It was hard enough to be elected on promises of radical criminal-justice reform in Philadelphia. Now Larry Krasner… https://t.co/2xNDRV94zV,31
431,-0.34,Tue Oct 30 17:55:04 +0000 2018,0.107,0.893,0.0,The New York Times,An ad for Senator Claire McCaskill says she’s “not one of those crazy Democrats.” When later asked in a Fox intervi… https://t.co/6Moykj7qk0,32
432,-0.802,Tue Oct 30 17:43:19 +0000 2018,0.298,0.702,0.0,The New York Times,"Breaking News: The notorious Boston mobster and FBI informant Whitey Bulger, 89, was found dead in a West Virginia… https://t.co/NGxUN0I04L",33
433,-0.128,Tue Oct 30 17:25:16 +0000 2018,0.107,0.805,0.088,The New York Times,"“How do you calm your child’s fears about the bogeyman, when the bogeyman is real?” She never told her son she witn… https://t.co/O3JlQMRRhC",34
434,0.0,Tue Oct 30 17:10:06 +0000 2018,0.0,1.0,0.0,The New York Times,RT @adamliptak: Apparently today's topic is birthright citizenship.  My contribution: https://t.co/iJf2SPagJO,35
435,-0.5719,Tue Oct 30 17:00:06 +0000 2018,0.171,0.829,0.0,The New York Times,"In Opinion

Wajahat Ali writes, ""It’s precisely the bigotry and hate that has been directed toward Islam — includin… https://t.co/C9c1Mz4DWX",36
436,-0.3818,Tue Oct 30 16:45:05 +0000 2018,0.126,0.874,0.0,The New York Times,"Barbra Streisand has a new album, one that is the musical embodiment of her singular dislike of President Trump https://t.co/BnkDnJiUno",37
437,0.0,Tue Oct 30 16:35:05 +0000 2018,0.0,1.0,0.0,The New York Times,"RT @alexburnsNYT: Ask
Me
Anything

Coming up at 1 &gt;&gt;
https://t.co/JBCGs4jgYJ",38
438,-0.3818,Tue Oct 30 16:20:07 +0000 2018,0.148,0.852,0.0,The New York Times,There are 7 days until the 2018 midterm elections. And the battle for Congress is close. https://t.co/cD3jIFPG43,39
439,-0.7845,Tue Oct 30 16:05:07 +0000 2018,0.317,0.683,0.0,The New York Times,The first funeral for the victims of Pittsburgh synagogue attack began on Tuesday morning. Trump plans to visit the… https://t.co/hV6pza7Jkc,40
440,0.0772,Tue Oct 30 15:50:08 +0000 2018,0.0,0.929,0.071,The New York Times,"""The community needs us and we mobilize."" Pittsburgh's Jews face the challenge of  balancing religious rituals with… https://t.co/MIlb9iXBP6",41
441,0.0,Tue Oct 30 15:35:01 +0000 2018,0.0,1.0,0.0,The New York Times,Something very large and dark occupies the center of our galaxy. New data suggests that it's a monstrous black hole. https://t.co/hoLtj1JC0e,42
442,0.3612,Tue Oct 30 15:20:05 +0000 2018,0.0,0.889,0.111,The New York Times,Louis C.K.’s appearances on Monday marked a new step in his comeback: It was the first time the Comedy Cellar adver… https://t.co/dki4hdH5W7,43
443,0.0,Tue Oct 30 15:05:06 +0000 2018,0.0,1.0,0.0,The New York Times,"The equivalent of a Category 3 hurricane lashed Italy from Piedmont to Sicily early this week, leaving at least 9 p… https://t.co/6zQB2l4WGj",44
444,-0.2755,Tue Oct 30 14:53:59 +0000 2018,0.105,0.895,0.0,The New York Times,"""There’s nothing like talking to a parent who doesn’t know where their children are,"" New York Times reporter Caitl… https://t.co/dmeSrC4uIM",45
445,0.0,Tue Oct 30 14:52:27 +0000 2018,0.0,1.0,0.0,The New York Times,"To report this story from April, 2018, New York Times reporter Caitlin Dickerson spent more than 6 months speaking… https://t.co/gQfWjNxJyc",46
446,-0.2044,Tue Oct 30 14:49:34 +0000 2018,0.087,0.913,0.0,The New York Times,"Journalism has never been more important. In the latest New York Times advertising campaign, we show the time, effo… https://t.co/pA4U8VYHQK",47
447,-0.3612,Tue Oct 30 14:30:03 +0000 2018,0.116,0.884,0.0,The New York Times,Stephen Colbert and Jimmy Kimmel criticized Trump for his refusal to dial down his provocative language about the m… https://t.co/A9gcOtDskc,48
448,-0.4767,Tue Oct 30 14:15:03 +0000 2018,0.182,0.749,0.07,The New York Times,Balancing observance with a complex criminal investigation is presenting a rare set of challenges for the mourning… https://t.co/zcpvl1wUHJ,49
449,0.3182,Tue Oct 30 14:00:23 +0000 2018,0.0,0.901,0.099,The New York Times,"In the final days before the election, tribes in North Dakota think they may be able to increase turnout despite a… https://t.co/MG0R2S3d3g",50
450,-0.1531,Tue Oct 30 13:45:02 +0000 2018,0.131,0.72,0.148,The New York Times,A record number of women have run for Congress and won their primaries. But they still lag men in fund-raising. https://t.co/kXSHVwDlst,51
451,-0.4019,Tue Oct 30 13:30:14 +0000 2018,0.137,0.863,0.0,The New York Times,"Until recently, many American Jews believed that anti-Semitism was a European problem, one the U.S. had left behind… https://t.co/OjWl0g8GB4",52
452,0.0,Tue Oct 30 13:15:11 +0000 2018,0.0,1.0,0.0,The New York Times,"7 days to go

Here's your daily Tip Sheet, a political analysis of the U.S. midterm elections, based on interviews… https://t.co/TFAl9ucXFY",53
453,0.0,Tue Oct 30 13:00:09 +0000 2018,0.0,1.0,0.0,The New York Times,"""Putting our religious differences or even your political differences aside, the core of all of us is that we have… https://t.co/tymLAa8emU",54
454,0.0,Tue Oct 30 12:45:03 +0000 2018,0.0,1.0,0.0,The New York Times,The massing of U.S. troops comes as Trump has seized on the caravan as a closing political message before the midte… https://t.co/CvFftHb2cs,55
455,-0.6486,Tue Oct 30 12:30:14 +0000 2018,0.261,0.739,0.0,The New York Times,"Your daily @DealBook Briefing: 
• Additional tariffs on Chinese goods could hurt U.S. shoppers
• U.S. blocks a Chin… https://t.co/sOQtDGLOew",56
456,0.5994,Tue Oct 30 12:15:04 +0000 2018,0.0,0.822,0.178,The New York Times,"The Metropolitan Museum of Art gave the blockbuster treatment to Armenia, the oldest Christian country in the world https://t.co/W4wtqvlo08",57
457,0.0,Tue Oct 30 12:00:03 +0000 2018,0.0,1.0,0.0,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/1HJQAsCQkv,58
458,-0.6908,Tue Oct 30 11:45:08 +0000 2018,0.231,0.769,0.0,The New York Times,To look at Paula Bronstein’s images of the elderly people trapped in Ukraine is to see lives frozen by conflict https://t.co/gmxfaqPxpI,59
459,0.0,Tue Oct 30 11:41:55 +0000 2018,0.0,1.0,0.0,The New York Times,Breaking News: President Trump said he was preparing an executive order to end birthright citizenship. It is unclea… https://t.co/FnnVSA9Uu5,60
460,0.3612,Tue Oct 30 11:30:10 +0000 2018,0.102,0.712,0.186,The New York Times,"RT @nytopinion: For those willing to see past his charm offensive, Crown Prince Mohammed bin Salman of Saudi Arabia had revealed his true c…",61
461,0.5007,Tue Oct 30 11:15:05 +0000 2018,0.0,0.866,0.134,The New York Times,"She made a private slide show called ""What Am I Going To Do With My Life???"" to help women figure out their careers… https://t.co/9LkcoCFyv1",62
462,-0.128,Tue Oct 30 11:00:14 +0000 2018,0.081,0.919,0.0,The New York Times,Faculty members at Cornell University said that they were cutting ties with a leading Chinese university after repo… https://t.co/sknNicB5M0,63
463,-0.7964,Tue Oct 30 10:45:06 +0000 2018,0.353,0.647,0.0,The New York Times,Thousands of Gaza residents attended funerals of 3 Palestinian boys killed by an Israeli airstrike https://t.co/ByeqPPfvvZ,64
464,0.8591,Tue Oct 30 10:30:04 +0000 2018,0.0,0.596,0.404,The New York Times,"Lin-Manuel Miranda is co-producing an Off Broadway run of Freestyle Love Supreme, his improvisational hip-hop group  https://t.co/bVIM0h5R0V",65
465,-0.0772,Tue Oct 30 10:15:04 +0000 2018,0.22,0.612,0.167,The New York Times,"From 1937-1938, during Stalin’s Great Terror, 30,000 people were shot in Moscow alone. Yesterday, thousands stood i… https://t.co/jgmQujEc0x",66
466,0.0,Tue Oct 30 10:00:16 +0000 2018,0.0,1.0,0.0,The New York Times,President Trump plans to travel today to the Pittsburgh community that was the site of a synagogue massacre. Jewish… https://t.co/T4PJz0JSq1,67
467,0.296,Tue Oct 30 09:45:02 +0000 2018,0.0,0.784,0.216,The New York Times,In which Yotam Ottolenghi shares his Instagram habits https://t.co/Sb0VLxhMZ8,68
468,-0.0258,Tue Oct 30 09:37:06 +0000 2018,0.128,0.749,0.123,The New York Times,The United States said it would block Fujian Jinhua Integrated Circuit from buying American components because it p… https://t.co/R2gyV5mHHC,69
469,0.3818,Tue Oct 30 09:30:02 +0000 2018,0.0,0.852,0.148,The New York Times,"Rico Puno, a larger-than-life cultural figure known as the Total Entertainer, channeled American superstars to forg… https://t.co/7332UCmJbG",70
470,0.296,Tue Oct 30 09:15:05 +0000 2018,0.0,0.909,0.091,The New York Times,You may never have heard of Bytedance or used any of its products. But chances are your teenager is already glued t… https://t.co/0uZLKLMaCO,71
471,-0.7845,Tue Oct 30 09:10:39 +0000 2018,0.273,0.727,0.0,The New York Times,RT @RorySmith: Lopetegui worried the job was too big for him. Real rushed the announcement because they worried he’d fail at the World Cup.…,72
472,0.25,Tue Oct 30 09:00:09 +0000 2018,0.0,0.9,0.1,The New York Times,"In Opinion

Op-Ed contributor Andre Perry writes, ""Squirrel Hill’s vibrancy didn’t come by chance. We learned how t… https://t.co/Ik63OYgABm",73
473,-0.3919,Tue Oct 30 08:45:04 +0000 2018,0.128,0.872,0.0,The New York Times,"Austerity is ending, Britain’s chancellor of the Exchequer said. But he also warned Brexit hard-liners that his pla… https://t.co/6OJK8APPXj",74
474,-0.6249,Tue Oct 30 08:30:10 +0000 2018,0.177,0.823,0.0,The New York Times,"Sri Lanka now has 2 prime ministers claiming legitimacy, and concerns that violence might be used to break the stal… https://t.co/QTfNeMM5ok",75
475,-0.3182,Tue Oct 30 08:23:53 +0000 2018,0.108,0.892,0.0,The New York Times,"Before Lion Air Flight #JT610 lost contact on Monday, the plane displayed erratic changes in its speed, altitude an… https://t.co/RRDYRZavEW",76
476,0.743,Tue Oct 30 08:07:10 +0000 2018,0.0,0.7,0.3,The New York Times,"RT @paulmozur: Quietly stalking big game like Instagram+Snapchat in Asia, Bytedance is China’s fun social media challenger. Amazingly it ha…",77
477,0.4215,Tue Oct 30 08:00:15 +0000 2018,0.0,0.877,0.123,The New York Times,You can check the safety standards of countries and their airlines before you book tickets. Here's where to find th… https://t.co/bkHUrAoy2d,78
478,-0.8934,Tue Oct 30 07:47:15 +0000 2018,0.386,0.614,0.0,The New York Times,"RT @nytimesworld: Already the region’s poorest nation before the war, Yemen now faces a potential famine, driven by punitive economic measu…",79
479,0.8625,Tue Oct 30 07:45:07 +0000 2018,0.0,0.652,0.348,The New York Times,"The tiny editions of these books can be read with one hand. It’s a bold experiment that, if successful, could resha… https://t.co/ek7WpzBDxH",80
480,0.0,Tue Oct 30 07:30:03 +0000 2018,0.0,1.0,0.0,The New York Times,"In a new study of the most downloaded apps for children ages 5 and younger, researchers found advertising in almost… https://t.co/69tztyOxvp",81
481,0.0,Tue Oct 30 07:15:05 +0000 2018,0.0,1.0,0.0,The New York Times,Something very large and dark occupies the center of our galaxy. New data suggest that it is a monstrous black hole… https://t.co/ZMHqlVG2TQ,82
482,-0.4019,Tue Oct 30 07:00:07 +0000 2018,0.148,0.788,0.064,The New York Times,A landmark ruling orders a Japanese steelmaker to compensate Korean men forced to toil in its factory during WWII https://t.co/8WyAzxK5u5,83
483,0.0,Tue Oct 30 06:45:04 +0000 2018,0.0,1.0,0.0,The New York Times,A search on Instagram produced a torrent of anti-Semitic images and videos uploaded in the wake of Saturday’s shoot… https://t.co/LLDUQZWibz,84
484,0.0,Tue Oct 30 06:30:11 +0000 2018,0.0,1.0,0.0,The New York Times,"In Opinion

The editorial board writes, ""Angela Merkel, trained as a scientist in East Germany and the first woman… https://t.co/otLPjdEBsV",85
485,-0.34,Tue Oct 30 06:15:06 +0000 2018,0.152,0.848,0.0,The New York Times,"In Arizona, the teachers’ protest movement formed 6 months ago to push for higher pay and more school funding is st… https://t.co/YvchGfylWH",86
486,0.891,Tue Oct 30 06:00:08 +0000 2018,0.0,0.602,0.398,The New York Times,"Nigel Richards, who won the World Scrabble Championships on Sunday, also won the French edition of the championship… https://t.co/foXsGKf7xJ",87
487,0.4404,Tue Oct 30 05:45:03 +0000 2018,0.0,0.818,0.182,The New York Times,"Good morning, Europe. Here's what you need to know to start your day. https://t.co/wRPekSpGhe",88
488,-0.6249,Tue Oct 30 05:32:32 +0000 2018,0.157,0.843,0.0,The New York Times,RT @Abihabib: One of Asia’s oldest democracies is at a crossroads today. Will Sri Lankan President Sirisena use violence to crack down on s…,89
489,0.3182,Tue Oct 30 05:30:05 +0000 2018,0.0,0.901,0.099,The New York Times,"Klay Thompson ended his season-long slump in a huge way, setting an NBA record with 14 3-pointers on his way to 52… https://t.co/iKiF49ysIP",90
490,0.3182,Tue Oct 30 05:15:06 +0000 2018,0.052,0.843,0.104,The New York Times,The sky was clear. The plane was almost brand new. Witnesses who saw Lion Air Flight #JT610 hurtle into the sea tol… https://t.co/yNgqCthZZE,91
491,0.0,Tue Oct 30 05:00:04 +0000 2018,0.0,1.0,0.0,The New York Times,"RT @nytimesworld: “They never thought that a woman, a housewife who didn’t know anything, not even where the courts were located, would tak…",92
492,-0.6908,Tue Oct 30 04:45:06 +0000 2018,0.275,0.725,0.0,The New York Times,Saturday’s massacre brought to the surface painful political and theological disagreements tearing at the fabric of… https://t.co/0ocpKeTFDx,93
493,0.3612,Tue Oct 30 04:30:02 +0000 2018,0.0,0.898,0.102,The New York Times,RT @SopanDeb: A protester outside the Comedy Cellar tonight before Louis CK takes the stage for his second billed show of the night. https:…,94
494,0.6369,Tue Oct 30 04:15:08 +0000 2018,0.0,0.851,0.149,The New York Times,"RT @NYTSports: Kevin Durant and Stephen Curry are two of the greatest players in N.B.A. history. When Klay Thompson is hot, they just do th…",95
495,0.0,Tue Oct 30 04:02:05 +0000 2018,0.0,1.0,0.0,The New York Times,"RT @julieturkewitz: When others were shunned, he took them in. ""With him, we were safe."" Pressing lessons for trying times. My tribute to D…",96
496,0.6808,Tue Oct 30 03:48:04 +0000 2018,0.0,0.741,0.259,The New York Times,Entomologists document the Great Indoors: the many species of (mostly beneficial) spiders and insects that dwell in… https://t.co/L0F27ohUYt,97
497,0.5267,Tue Oct 30 03:32:04 +0000 2018,0.0,0.784,0.216,The New York Times,Environmentalists said the move was a significant setback for efforts to protect the animals from extinction and wo… https://t.co/0HcQj6AvT1,98
498,-0.765,Tue Oct 30 03:17:05 +0000 2018,0.258,0.742,0.0,The New York Times,"RT @sheeraf: The last few days have been horrible, and Twitter/Facebook/YouTube/etc have been making it worse. Story with @MikeIsaac and @k…",99
499,0.2263,Tue Oct 30 03:02:01 +0000 2018,0.129,0.68,0.19,The New York Times,The Ivy League is trying to drag football into a safer future https://t.co/4j05K482Ab,100
